Nom,Description,Composition,Conseils,Image,Url
Rhodiola gélule (90) 28.9g,"SD1186_000
Fabrication France. SUPERDIET VOUS RESTITUE LE MEILLEUR DE LA NATURE. Pionniers du Bio et engagés depuis 1961, nous perpétuons, depuis notre site dans les Hauts-de-France, le savoir de notre fondateur naturopathe. Superdiet vous propose des gélules porcines certifiées Agriculture Biologique. La Rhodiola contribue à l'équilibre émotionnel et physique. C'est une plante reconnue pour ses capacités à apaiser et à réduire la sensation de fatigue passagère.","Extrait de rhodiole* (racine; support : maltodextrine*) - Amidon de riz* - Agent de charge : Gomme d'acacia* - Gélule degélatine porcine*.*Ingrédient issu de l'agriculture biologique.""

Non applicable
Traces de :
Néant.","3 gélules par jour, au moment des repas, de préférence dans la journée.
Durée de cure
30 jours
Posologie
3 gélules par jour.

Il est recommandé de respecter les doses conseillées, de veiller à avoir une alimentation variée et équilibrée et un mode
de vie sain. Tenir hors de portée des jeunes enfants.
Contre indication
Déconseillé aux femmes enceintes et allaitantes.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/3/2/3208469474-3428881140108--rhodiola_gelule_90x319mg-sd1186.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/rhodiola-gelule-90-28-9g-sd1186-000.html
HE menthe poivrée des indes 10ml,"FL5678_000
L'HUILE ESSENTIELLE DE MENTHE POIVRÉE EST CONNUE POUR SES VERTUS ASSAINISSANTES ET CALMANTES.
Espèce botanique
Mentha piperita.
Partie distillée de la plante
Sommités.","Mentha piperita.

Non applicable
Traces de :
Néant.","Portion journalière recommandée : 1 à 3 gouttes par jour (soit 45 à 135mg) dans une cuillerée à café d'huile végétale, pendant 2 à 3 jours maximum.
Conditions de conservation
Conserver à l'abri de la chaleur et de la lumière.

Recommandations : Ne pas dépasser la dose journalière recommandée. Ne peut se substituer à un régime alimentaire équilibré et varié et à un mode de vie sain. 
Tenir hors de portée des jeunes enfants. Usage réservé à l'adulte.
Contre indication
Ne pas utiliser chez la femme enceinte ou allaitant.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/2/4/2494945815-3516170020559-florame-he_menthe_poivree_des_indes_10ml-fl5678.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/he-menthe-poivree-des-indes-10ml-fl5678-000.html
Huile de millepertuis capsule (150) 110g,"PF0148_000
Contribueà avoir une vision optimiste sur les évènements de la vie. Aide dans les périodes difficiles.","Macérat huileux de Millepertuis* 320 mg (Huile végétale de Tounesol*, Hypericum perforatum*, Huile essentielle de Lavandula angustifolia*). Pour une Capsule (gélatine porcine* Bio) de 490mg. * Ingrédients issus de l'Agriculture Biologique

Non applicable
Traces de :
Néant.","2 à 4 capsules par jour pendant les repas.
Conditions de conservation
A conserver à l'abri de la lumière.
Température de conservation
10.00 25.00°C
Posologie
2 à 4 capsules par jour.

Éviter l'exposition au soleil pendant les prises. Ne pas utiliser en cas de prises de contraceptifs oraux. Complément alimentaire. Ne pas dépasser la dose journalière indiquée. Ne doit pas être utilisé comme substitut d'un régime alimentaire varié. A tenir hors de la portée des jeunes enfants.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/9/7/970786-3580258120516-phytofrance-huile_de_millepertuis_150_capsules-pf0148.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/huile-de-millepertuis-capsule-150-110g-pf0148-000.html
HE vetiver 5ml,"HE1207_000
Vetiver 100% (Haiti). Présente des vertus favorisant la lutte contre les jambes lourdes.Elle renforce également les défenses immunitaires grâce à ses propriétés immunostimulantes.
Espèce botanique
Chrysopogon zizanioides (L.) Roberty Syn. Vetiveria zizanioides (L.) Nash
Chemotype
Isovalencenol, Khusimol , Alpha cadinol + beta eudesmol , Vetiselinenol
Partie distillée de la plante
Racines.","Huile essentielle Vetiver.

Non applicable
Traces de :
Néant.","Prendre 1 goutte par jour diluée sur un support neutre (miel, huile végétale ou comprimé neutre). Dose journalière recommandée : 30 mg/jour.
Conditions de conservation
Conserver le flacon bien fermé dans un endroit frais et à l'abri de la lumière.
Température de conservation
15.00 25.00°C

Ne pas dépasser la dose journalière recommandée. Ce complément alimentaire ne peut en aucun cas remplacer une alimentation équilibrée et variée ainsi qu'un mode de vie sain. Demander conseil à un professionnel de santé avant toute utilisation. Tenir hors de portée des enfants.
Contre indication
Ne pas utiliser chez les enfants de moins de 6 ans et les femmes enceintes ou allaitantes.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/1/5/1551106121-3760098412808-de_saint_hilaire-he_vetiver_5ml-he1207.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/he-vetiver-5ml-he1207-000.html
Figuier (Ficus carica),"PF0203_000
La gemmothérapie consiste à utiliser des jeunes tissus : bourgeons, jeunes pousses, radicelles. Nos macérats glycérinés concentrés et dynamisés sont des préparations hydro-alcoolo-glycérinées faites à partir de jeunes pousses et bourgeons d'arbres et d'arbustes non congelés issus de l'Agriculture Biologique. Ces jeunes tissus contiennent toute l'énergie informative nécessaire au développement du végétal : son action est hyperactive. Riches en principes actifs et gorgés d'eau, ils ne sont jamais congelés et sont mis en macération le plus rapidement possible après la récolte. C'est ainsi que la préparation est la plus active tant sur le plan biochimique que sur le plan énergétique. C'est toute la force de la nature qui est alors à la disposition de votre santé et de votre bien-être.
Titre alcoometrique
18 %","Eau, Glycérine Végétale*, Alcool* 18% Vol., Figuier* Bourgeons Non Congelés, (Origine France) Ficus Carica*.*Ingrédients Issus de L'Agriculture Biologique.

Non applicable
Traces de :
Néant.","Pour les adultes : 5 à 10 gouttes 3 fois par jour, pur ou dilué dans unverre d'eau.Enfants (à partir de 6 ans) : 2 à 5 gouttes 1 à 2 fois par jour dans un verre d'eau.
Conditions de conservation
A conserver à l'abri de la lumière.
Température de conservation
2.00 25.00°C
Durée de cure
3 jours

Complément alimentaire. Ne pas dépasser la dose journalière indiquée. Ne doit pas être utilisé comme substitut d'un régime alimentaire varié. A tenir hors de la portée des jeunes enfants.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/1/7/1771592986-3580258130065-phytofrance-figuier_ficus_carica_-pf0203.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/figuier-ficus-carica-pf0203-000.html
Echinacée ampoule 20x15ml,"FN0024_000
Echinacée*(France). Stimule les décences naturelles du corps et renforce les défenses naturelles.","Extrait de plante entière d'échinacée.

Non applicable
Traces de :
Néant.","Prendre 1 ampoule avant repas par jour. Il est conseillé de diluer l'ampoule dans un verre d'eau. Ce produit est naturel, un léger dépôt peut être présent dans le produit. Agiter l'ampoule avant l'utilisation. La prise au-delà de deux semaines sans interruption est déconseillée.
Durée de cure
20 jours
Posologie
1 ampoule par jour.

Usage oral uniquement, ne convient pas en injection. La prise au-delà de deux semaines sans interruption est déconseillée. Ne pas dépasser la dose journalière recommandée. Ne se substitue pas à un régime alimentaire équilibré et varié et à un mode de vie sain. Tenir hors de portée des Enfants. La prise au-delà de deux semaines sans interruption est déconseillée. En cas de prise de médicament, veuillez demander l'avis d'un médecin avant d'utiliser le produit.
Contre indication
Déconseillé aux enfants de moins de 12 ans, aux femmes enceintes et allaitantes.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/6/5/650107185-3760265300297-flora_natura-echinacee_ampoule_20x15ml-fn0024.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/echinacee-ampoule-20x15ml-fn0024-000.html
Tisane Emotion Détox corps & esprit (20) 32g,"LD2131_000
La Tisane Émotion Détox permet de se purifier en profondeur par l'action combinée de l'eau et des plantes drainantes.","Menthe poivrée partie aérienne* (Mentha x piperita)- 30%, Sureau fleur* (Sambucus nigra- Origine UE/nonUE)-25%, Cassis feuille* (Ribes nigrum L.)-20%, élixirs floraux préparés selon la méthode originelle du DrBach (Hyssopus officinalis*, Ipomoea purpurea*, Jasminum officinale*,Malus sylvestris*, Nicotiana tabacum*, Prunella vulgaris*, Sambucus nigra*), Ortie partie aérienne* (Urtica dioica L.)- 7%, Chircorée racine* (Cichorum intybus L .)- 4%, Pissenlit racine* (Taraxacum officinaleweber - Origine UE/non UE)- 4%

Non applicable
Traces de :
Néant","Plonger votre sachet dans de l'eau frémissante (60-70°C). Laissez infuser 5 à 10 min.
Conditions de conservation
A conserver dans le contenant d'origine. Dans un endroit sec, à température ambiante.

Ne pas dépasser la dose journalière recommandée. Ce complément alimentaire ne peut pas se substituer à un régime alimentaire varié.","https://www.biocoop.fr/media/catalog/product/3/6/3614464899-3760102775547-deva-tisane_emotion_detox_corps_esprit_20_32g-ld2131.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/tisane-emotion-detox-corps-esprit-20-32g-ld2131-000.html
Baume de soin des Pyrénées à l'extrait de propolis noire 30ml,"BF2099_000
Calme les irritations des lèvres et du nez, protège les lèvres, répare gerçures et crevasses. Efficace sur mains sèches et abimées, assainit les pieds, apaise les échauffements.","Huile de sésame*, cire d'abeille ultra-fine d'opercule* (26%),glycérine végétale* (5,5%), extrait de propolis noire* (5%),huile essentielle de lavande aspic d'Espagne* (3%), écorce demimosa tenuiflora (0,55%), baume du Pérou (0.07%). *issu de l'Agriculture Biologique**naturellement présent dans les huiles essentielles

Non applicable
Traces de :
Produits de la ruche. BENZYL BENZOATE**, BENZYL CINNAMATE**, LIMONENE**,
COUMARIN**, GERANIOL**.","Produit très concentré, appliquer en petite
quantité localement.
• Nez et lèvres : protège et apaise les irritations.
• Gerçures et crevasses : répare les zones exposées (lèvres,
mains...). • Assainit les pieds et apaise les échauffements.
• S'applique en massages sur les parties du corps
sensibilisées et courbaturées.

Convient aux enfants de plus de 7 ans.","https://www.biocoop.fr/media/catalog/product/8/2/827363455-3760016580022-ballot_flurin-baume_de_soin_des_pyrenees_a_l_extrait_d-bf2099.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/baume-de-soin-des-pyrenees-a-l-extrait-de-propolis-noire-30ml-bf2099-000.html
Desmodium ampoule  (20+10) 450ml,FN0047_000,"Feuilles de desmodium * (desmodium adscendens) 2000mg par ampoule.*Issus de l'agriculture biologique

Non applicable
Traces de :
Néant",,"https://www.biocoop.fr/media/catalog/product/3/3/338957535-3760265303007-flora_natura-desmodium_ampoule_20_10_450ml-fn0047.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/desmodium-ampoule-20-10-450ml-fn0047-000.html
HE Tea tree 2ml,"HE1276_000
Le tea tree, ou arbre à thé, est un arbuste originaire d'Australie. Ses feuilles aromatiques dégagent un parfum frais et camphré, tandis que son huile essentielle est réputée pour ses propriétés antiseptiques et anti-inflammatoires, en faisant un ingrédient clé dans de nombreux produits de soins de la peau et d'hygiène.Lieu de récolte et de distillation : Afrique AustralePartie distillée : feuille
Espèce botanique
Melaleuca alternifolia (Maiden & Betche) Cheel.
Chemotype
Terpinen-4-ol
Partie distillée de la plante
Feuille","Huile essentielle Tea Tree.

Non applicable
Traces de :
Néant.","Prendre 2 gouttes, 2 fois par jour, diluées sur un support neutre (miel, huile végétale ou comprimé neutre). Dose journalière recommandée : 120 mg/jour.
Conditions de conservation
Conserver le flacon bien fermé dans un endroit frais et à l'abri de la lumière.

Ne pas dépasser la dose journalière recommandée. Ce complément alimentaire ne peut en aucun cas remplacer une alimentation équilibrée et variée ainsi qu'un mode de vie sain. Ne pas utiliser de manière prolongée (pas plus de 14 jours). Tenir hors de portée des enfants.
Contre indication
Ne pas utiliser chez les enfants de moins de 6 ans et les femmes enceintes ou allaitantes.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/1/3/1380798494-3760098418466-distillerie_saint_hilaire-he_tea_tree_2ml-he1276.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/he-tea-tree-2ml-he1276-000.html
Pollen surgelé saule fruitier 200gr,"PE1014_000
Recommandé pour les personnes après 50 ans, la consommation de ce pollen de saule fruitier bio, particulièrement riche en lutéine et en zéanxanthine, participe à la protection de la rétine et du cristallin contre le vieillissement oculaire. Naturellement riche en vitamine C, vitamines du groupe B, magnésium, phosphore et zinc, le pollen pallie les subcarences nutritionnelles.  Les grains de pollen du saule et du prunus sont récoltés très tôt entre février et mars. Saveur douce, délicate et légèrement fruitée avec des accents d'amertume prononcés en fin de bouche. Texture fondante.","Pollen de saule*(Salix sp.), pollen de fruitier* (Prunus/Pyrus sp.), Minorité d'autre pollens* de la flore environnante. *Issu de l'agriculture biologique.

Non applicable
Traces de :
Produits de la ruche.","Au petit déjeuner, saupoudrer l'équivalent d'une cuillerée à soupe sur une compote, une salade de fruits, un yaourt ou sur une tartine de miel par exemple.
Conditions de conservation
A conserver au congélateur dès réception

Déconseillé aux personnes allergiques aux produits
de la ruche.","https://www.biocoop.fr/media/catalog/product/2/0/2095812590-3760023951006-aristee-pollen_surgele_saule_fruitier_200gr-pe1014.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/pollen-surgele-saule-fruitier-200gr-pe1014-000.html
Fleur de Bach Folle Avoine N°36 15ml,"LD2073_000
L'élixir floral de Folle avoine est conseillé à ceux qui sont incertains, insatisfaits sur la direction à donner à leur vie, qui ont une ambition non définie ou qui n'arrivent pas à la réaliser.","Eau de source, brandy*, infusion solaire de fleurs * (0,5%) - Alcool 20% vol.

Non applicable
Traces de :
Néant","Conditions de conservation
Les élixirs floraux sont conditionnés dans des flacons de verre ambrés, avec un compte gouttes. Les élixirs floraux doivent être conservés dans leur conditionnement d'origine, dans un local frais et sec, à l'abri de la lumière et toute source de chaleur et d'ignition.
Posologie
3 à 4 gouttes, 3 à 4 fois par jour, par voie orale.

Ne pas dépasser la dose journalière recommandée. Ce complément alimentaire ne peut pas se substituer à un régime alimentaire varié.","https://www.biocoop.fr/media/catalog/product/1/4/1456643633-3760102775776-deva-fleur_de_bach_folle_avoine_n36_15ml-ld2073.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/fleur-de-bach-folle-avoine-n-36-15ml-ld2073-000.html
Pollen surgelé saule 200gr,"PE1013_000
Sélectionnés, récoltés et transformés par les abeilles, la synergie des polyphénols et des caroténoïdes de ce pollen bio contribue à se préserver des effets délétères du stress oxydatif et des phénomènes liés au vieillissement de l'organisme. Riche en vitamine B9, vitamine E, zinc et polyphénols, le pollen de saule bio est tout à fait adapté pour les personnes séniores en prévention du vieillissement ou en période de convalescence. Les grains de pollen du saule sont récoltés très tôt entre février et mars. Saveur douce et délicate avec des accents d'amertume prononcés en fin de bouche. Texture fondante.","Pollen de saule*(Salix sp.)Minorité d'autres pollens* de la flore environnante. *Issu de l'agriculture biologique.

Non applicable
Traces de :
Produits de la ruche.","Au petit déjeuner, saupoudrer l'équivalent d'une cuillerée à soupe sur une compote, une salade de fruits, un yaourt ou sur une tartine de miel par exemple.
Conditions de conservation
A conserver au congélateur dès réception

Déconseillé aux personnes allergiques aux produits
de la ruche.","https://www.biocoop.fr/media/catalog/product/2/0/2048846776-3760023951082-aristee-pollen_surgele_saule_200gr-pe1013.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/pollen-surgele-saule-200gr-pe1013-000.html
Barre Energie figues cacahuètes noix 50g,"CR1001_000
Pâtes de figues, poudre d'amandes, cacahuètes, noix, fleur de sel","Pâte de figues*(70,2%), Poudre d'amandes*, Cacahuètes*(8,4%), Noix*(8,4%), Fleur de sel (0.3%).

Arachides et produits à base d'arachides,Fruits à coques (amandes, noisettes, noix, …)
Traces de :
Fruits à coque, Gluten.","Conditions de conservation
Conserver au sec.
Température de conservation
1.00 22.00°C

Néant.","https://www.biocoop.fr/media/catalog/product/2/4/2469683414-3770011743025-cooknrun-barre_energie_figue_cacahuete_noix_50g-cr1001.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/barre-energie-figues-cacahuetes-noix-50g-cr1001-000.html
Protocole minceur ampoule (30) 300ml,"SD1300_000
Découvrez le Protocole Minceur bio de Superdiet, un programme minceur naturel en 3 étapes de 10 jours, qui associe 10 plantes bio dont le Bouleau qui participe à la détox et au drainage, et la Guarana reconnue pour son action brûle-graisse en soutenant le métabolisme des lipides.
Phase 1 : Détox
Cette phase a pour but de soutenir le travail d'élimination de l'organisme avant la phase Minceur.
Elle associe : le Bouleau qui participe à la détox de l'organisme en favorisant l'élimination rénale, l'Artichaut qui soutient le bon fonctionnement du foie, le Pissenlit et le Sureau.
Cette phase est titrée en cynarines (principe actif contenu dans l'Artichaut), à hauteur de 3,5 mg en moyenne par ampoule.
Phase 2 : Minceur
Cette 2ème phase contribue à l'amincissement grâce au Bouleau, qui favorise le drainage. Elle contient également du Thé Vert, de la Reine des Prés et de la Vigne rouge. Du Vinaigre de cidre complète ce quatuor de plantes, à hauteur de 450 mg par ampoule.
Phase 3 : Brûle-graisse
Enfin, cette 3ème et dernière phase est composée de Guarana, reconnue pour son action brûle-graisse, en soutenant le métabolisme des lipides et permettant de contribuer au contrôle du poids ; de Maté, de Papaye et de Thé Vert.
La phase 3 est titrée en caféine (principe actif apporté par la Guarana), à hauteur de 25 mg en moyenne par ampoule.","Phase 1  --  ARTiCHAUT - PISSENLIT - BOULEAU - SUREAU BIO. Extrait aqueux  de Pissenlit* (racine) et Bouleau* (feuille) - Jus concentré de Sureau* (fruit) - Extrait sec d'Artichaut* (feuille) titré en cynarines. *Ingrédient issu de l'agriculture biologique.    - Phase 2 --  THE VERT - BOULEAU - REINE DES PRES - VIGNE ROUGE BIO. Extrait aqueux de Bouleau* (feuille), Reine des prés* (sommités fleuries) et Vigne rouge* (feuille) - Vinaigre de cidre* - Extrait sec aqueux de Thé vert* (feuille). * Ingrédient issu de l'agriculture biologique. Phase 3 --  GUARANA - MATE - THE VERT - PAPAYE BIO. Extrait aqueux de Maté* (feuille), Thé vert* (feuille) et Papaye* (fruit) - Extrait sec de Guarana* (graine) titré en caféine. *Ingrédient issu de l'agriculture biologique.

Non applicable
Traces de :
Néant.","PHASE 1 : Les 10 premiers jours, prendre 1 ampoule par jour, pendant le petit-déjeuner, diluée dans un grand verre d'eau. Agiter avant emploi.
PHASE 2 : Les 10 jours suivants, prendre 1 ampoule par jour, pendant le petit-déjeuner ou le déjeuner, diluée dans un verre d'eau. Agiter avant l'emploi. 
PHASE 3: Les 10 derniers jours, prendre 1 ampoule, pendant ou après le petit-déjeuner, diluée dans un verre d'eau. Agiter avant emploi.
Conditions de conservation
A conserver dans un endroit frais, sec et à l'abri de la lumière.
Durée de cure
30 jours
Posologie
1 ampoule par jour.

Ne pas consommer à jeun. Ne pas utiliser en cas de maladies de voies biliaires. Ne pas utiliser avec des anticoagulants. Déconseillé en cas d'allergie aux plantes de la famille des Composées, des Apiacées, souffrant d'allergie aux dérivés salicylés et en cas d'hypersensibilité à l'anéthol ou au pollen.Déconseillé aux personnes sensibles aux effets de la caféine (Phase 2: 4,9mg de caféine par jour en moyenne/Phase 3: 11,5mg de caféine par jour en moyenne). Il est déconseillé de cumuler la consommation de plusieurs préparations à base de thé vert. L' usage prolongé est déconseillé sans avis médical. Consultez un professionnel de santé avant tout usage notamment an cas de prise de médicaments. Il est recommandé de ne pas prendre le produit avant le coucher. Contient maximum 80mg pour la phase 2 et 15mg pour la phase 3 en catéchines d'épigallocatéchine-3-gallate par dose journalière recommandée. Ne pas dépasser la portion recommandée à consommer chaque jour, veillez à avoir une alimentation variée et équilibrée et un mode de vie sain. Tenir hors de portée des enfants. Usage oral uniquement  - ne convient pas en injection.
Contre indication
Ne pas utiliser chez les adolescents et chez les enfants de moins de 18ans.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/2/8/2804509569-3428881240006-superdiet-protocole_minceur_ampoule_30_300ml-sd1300.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/protocole-minceur-ampoule-30-300ml-sd1300-000.html
Symptôme ménopausique caps (40) 26g,"SA2063_000
Axe principal : Cap senior - Ménopause. Axes secondaires : Bouffées de chaleur, sommeil difficile, humeur instable. Pathologies privilégiées : Ménopause, Cycle féminin. La présence des symptomatologies décrites ci-dessus, peut être liée également à la pré-ménopause. Lors du début de la perturbation hormonale, certains symptômes peuvent apparaître, tels que : l'anxiété, la paresthésie, l'asthénie, l'insomnie, la perte de mémoire, la sécheresse vaginale, la dyspareunie, la mastalgie, le manque de désir, les infections urinaires à répétition.","Huile végétale de Perilla Frutescens bio, extrait hydroalcoolique de Vitex Agnus Castus bio, huiles essentielles bio : Zingiber Officinalis,Chamaemelum Nobile, Melissa Officinalis, Myrtus Communis, Juniperus Communis, lécithine de soja bio, enveloppe de gélatinebio (gélatine de porc bio, glycérol : humectant, eau adoucie).

Non applicable
Traces de :
Huiles essentielles.","2 capsules par jour, réparties avant les repas.
Conditions de conservation
Conserver dans un endroit frais et sec
Température de conservation
18.00 26.00°C
Durée de cure
20 jours
Posologie
2 capsules par jour

A utiliser dans le cadre d'une alimentation variée et équilibrée et d'un mode de vie sain. Ne peut se substituer à un régime alimentaire varié. Respecter les doses recommandées. Tenir hors de la portée des enfants. Ne pas utiliser chez les femmes enceintes, allaitantes, ayant des antécédents personnels ou familiaux de cancer du sein. Ne pas utiliser en cas d'insuffisance rénale. L'usage prolongé est déconseillé (maximum 6 semaines). Ne pas utiliser chez les enfants de moins de 6 ans. Consulter un professionnel de santé.
Contre indication
Ne pas utiliser chez les femmes enceintes, allaitantes, ayant des antécédents personnels ou familiaux de cancer du sein. Ne pas utiliser en cas d'insuffisance rénale.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/1/2/1268818115-3760194571201-salvia_nutrition-femin_aroma_capsule_40_26g-sa2063.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/symptome-menopausique-caps-40-26g-sa2063-000.html
Complexe 4+ Sommeil ampoule 20x15ml,"FN0004_000
Mélisse, valériane, pavot, lotier et primevère. La mélisse et la valériane Aider à  normaliser/stimuler le sommeil.","Mélisse Bio* (Melissa officinalis - 500mg** ), Valériane Bio* (Valeriana officinalis - 500mg** ), Pavot de Californie Bio* (Eschscholtzia californica - 500mg** ), Lotier Bio* ( Lotus corniculatus - 500mg** ), Primevère Bio* (Primula veris - 20mg** )  par ampoule de 15ml.

Non applicable
Traces de :
Néant.","Complément alimentaire. Il est conseillé de boire de l'eau tout au long de la journée pendant votre programme Flora Natura. Prendre une ampoule par jour avant un repas. Agiter l'ampoule avant utilisation.
Durée de cure
20 jours
Posologie
1 ampoule par jour.

Usage oral uniquement, ne convient pas en injection. La prise au-delà de deux semaines sans interruption est déconseillée. Ne pas dépasser la dose journalière recommandée. Ne se substitue pas à un régime alimentaire équilibré et varié et à un mode de vie sain. Tenir hors de portée des enfants.
Contre indication
Déconseillé aux enfants de moins de 12 ans, aux femmes enceintes et allaitantes.","https://www.biocoop.fr/media/catalog/product/1/0/1043936963-3760265302062-flora_natura-complexe_4_sommeil_ampoule_20x15ml-fn0004.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/complexe-4-sommeil-ampoule-20x15ml-fn0004-000.html
Elixir concentré gingembre citron épices 52ml,"CE4008_000
Cette boisson biologique est un concentré de beaucoup de gingembre en provenance du Pérou, retravaillé avec des épices bio. La boisson Elixir Concentré de Gingembre Citron et Épices accompagnera parfaitement vos cocktails (alcoolisés ou non), verres d'eau, tisanes, et même votre cuisine (vinaigrettes, sauces épicées, gâteaux…)","Thym citron infusé*, gingembre* du Pérou 28,1%, jus de citron* 16,1%, sucre de canne roux**, infusion de vanille*, jus de citron vert*, poivre de Kampot**, piment de Cayenne*.*Issu de l'agriculture biologique.**Issu de l'agriculture biologique et du commerce équitable.

Non applicable
Traces de :
Néant","Diluez 1/2 shot dans 20cl d'eau.
Conditions de conservation
Après ouverture, à conserver au frais sous 30 jours.
Température de conservation
22°C max","https://www.biocoop.fr/media/catalog/product/3/5/3533939409-3770015134003-cosmos_elixir-elixir_concentre_gingembre_citron_epice-ce4008.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/elixir-concentre-gingembre-citron-epices-52ml-ce4008-000.html
Complément alimentaire Cholestérol,"PF0261_000
Le noisetier favorise un bon taux de cholestérol, et agit sur la paroi des vaisseaux.  Le curcuma empêche l'accumulation de graisses et facilite leur déstockage par le foie. Cette poudre de rhizome fût l'une des premières à emprunter la Route des épices. Son nom vient du sanskrit kunkuma (ce qui donne la couleur), d'où son surnom de « safran des Indes ».  Le Frêne: Dans la mythologie scandinave, un Frêne géant nommé, Yggdrasil «arbre monde», supportait le poids du monde. Le culte scandinave dédiait cet arbre à Odin, roi des cieux, et lui accordait des pouvoirs surnaturels.
Titre alcoometrique
0.16 %","Eau, extraits de plantes : Curcuma* (Curcuma longa), Poivre noir* (Piper nigrum), Chardon Marie* (Carduus marianus), Frêne élevé* (Fraxinus excelsior), Galanga* (Alpinia galanga) Bourgeons de : Olivier* (Olea europaea), Genévrier * (Juniperus communis), Noisetier* (Corylus avellana); Glycérine végétale*, Alcool* 16% vol., Caramel* (sucre issu de l'Agriculture Biologique, eau).  *Ingrédients issus de l'Agriculture Biologique.

Non applicable
Traces de :
Néant","3 pipettes doseuses, 2 fois par jour, permettant un programme de 3 semaines. Bien agiter avant emploi.
Conditions de conservation
A conserver à l'abri de la lumière.
Température de conservation
10.00 25.00°C
Durée de cure
21 jours

Déconseillé chez les femmes enceintes, et les personnes sous anticoagulant. Ne pas utiliser en cas d'insuffisance rénale. Ne pas utiliser de manière prolongée (maximum 6 semaines). Complément alimentaire. Ne pas dépasser la dose journalière indiquée. Ne doit pas être utilisé comme substitut d'un régime alimentaire varié. A tenir hors de la portée des jeunes enfants.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/4/1/4148403488-3580258150896-phytofrance-complement_alimentaire_cholesterol-pf0261.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/complement-alimentaire-cholesterol-pf0261-000.html
